670	31	6
671	31	6
672	36	6
673	37	6
674	37	6
675	44	7
676	49	7
677	35	6
678	49	7
679	71	8
680	60	8
681	69	8
682	68	8
683	88	9
684	85	9
685	88	9
686	103	10
687	102	10
688	114	11
689	109	10
690	102	10
691	145	12
692	163	13
693	219	15
694	254	16
695	340	18
696	483	22
697	588	24
698	528	23
699	577	24
700	661	26
701	985	31
702	1593	40
703	2610	51
704	3683	61
705	4018	63
706	4246	65
707	5707	76
708	10454	102
709	17160	131
710	20369	143
711	16681	129
712	8131	90
713	2976	55
714	1229	35
715	777	28
716	495	22
717	358	19
718	254	16
719	127	11
720	46	7
721	10	3
722	4	2
723	3	2
