0	0	0
1	0	0
2	0	0
3	0	0
4	0	0
5	0	0
6	0	0
7	0	0
8	4	2
9	54	7
10	76	9
11	56	7
12	75	9
13	73	9
14	89	9
15	109	10
16	125	11
17	158	13
18	166	13
19	142	12
20	130	11
21	93	10
22	89	9
23	92	10
24	94	10
25	109	10
26	100	10
27	127	11
28	116	11
29	111	11
30	94	10
31	101	10
32	127	11
33	121	11
34	132	11
35	117	11
36	124	11
37	127	11
38	132	11
39	146	12
40	141	12
41	154	12
42	162	13
43	142	12
44	150	12
45	152	12
46	166	13
47	190	14
48	181	13
49	203	14
50	224	15
51	219	15
52	199	14
53	181	13
54	157	13
55	186	14
56	186	14
57	148	12
58	181	13
59	187	14
60	156	12
61	158	13
62	177	13
63	170	13
64	156	12
65	163	13
66	166	13
67	156	12
68	160	13
69	159	13
70	151	12
71	153	12
72	157	13
73	139	12
74	174	13
75	150	12
76	142	12
77	171	13
78	162	13
79	150	12
80	159	13
81	174	13
82	160	13
83	160	13
84	169	13
85	157	13
86	139	12
87	174	13
88	144	12
89	157	13
90	163	13
91	145	12
92	147	12
93	144	12
94	127	11
95	140	12
96	162	13
97	125	11
98	161	13
99	151	12
100	155	12
101	147	12
102	129	11
103	128	11
104	153	12
105	144	12
106	154	12
107	128	11
108	134	12
109	162	13
110	119	11
111	144	12
112	143	12
113	127	11
114	140	12
115	146	12
116	159	13
117	173	13
118	179	13
119	188	14
120	169	13
121	180	13
122	190	14
123	175	13
124	195	14
125	179	13
126	188	14
127	177	13
128	197	14
129	194	14
130	180	13
131	178	13
132	171	13
133	193	14
134	175	13
135	160	13
136	167	13
137	135	12
138	152	12
139	147	12
140	182	13
141	146	12
142	158	13
143	148	12
144	156	12
145	152	12
146	147	12
147	152	12
148	137	12
149	146	12
150	131	11
151	128	11
152	136	12
153	130	11
154	157	13
155	120	11
156	146	12
157	141	12
158	141	12
159	132	11
160	105	10
161	107	10
162	132	11
163	121	11
164	108	10
165	110	10
166	119	11
167	118	11
168	114	11
169	135	12
170	134	12
171	100	10
172	87	9
173	128	11
174	102	10
175	124	11
176	92	10
177	121	11
178	95	10
179	110	10
180	100	10
181	117	11
182	96	10
183	103	10
184	114	11
185	101	10
186	96	10
187	111	11
188	91	10
189	112	11
190	85	9
191	104	10
192	102	10
193	96	10
194	92	10
195	89	9
196	89	9
197	88	9
198	92	10
199	82	9
200	102	10
201	85	9
202	90	9
203	89	9
204	83	9
205	91	10
206	87	9
207	82	9
208	96	10
209	88	9
210	91	10
211	87	9
212	90	9
213	82	9
214	94	10
215	79	9
216	100	10
217	81	9
218	92	10
219	74	9
220	99	10
221	77	9
222	101	10
223	73	9
224	87	9
225	87	9
226	82	9
227	71	8
228	99	10
229	71	8
230	89	9
231	65	8
232	69	8
233	95	10
234	68	8
235	81	9
236	91	10
237	81	9
238	72	8
239	74	9
240	77	9
241	83	9
242	92	10
243	82	9
244	74	9
245	78	9
246	83	9
247	80	9
248	78	9
249	86	9
250	80	9
251	79	9
252	73	9
253	89	9
254	72	8
255	81	9
256	96	10
257	85	9
258	75	9
259	66	8
260	73	9
261	97	10
262	92	10
263	78	9
264	71	8
265	73	9
266	85	9
267	74	9
268	77	9
269	69	8
270	93	10
271	82	9
272	81	9
273	76	9
274	86	9
275	89	9
276	75	9
277	77	9
278	89	9
279	84	9
280	78	9
281	86	9
282	85	9
283	80	9
284	85	9
285	70	8
286	84	9
287	66	8
288	71	8
289	64	8
290	65	8
291	75	9
292	61	8
293	78	9
294	56	7
295	61	8
296	49	7
297	40	6
298	45	7
299	40	6
300	43	7
301	42	6
302	41	6
303	51	7
304	41	6
305	36	6
306	31	6
307	51	7
308	38	6
309	33	6
310	32	6
311	31	6
312	27	5
313	36	6
314	32	6
315	20	4
316	23	5
317	28	5
318	26	5
319	24	5
320	27	5
321	14	4
322	22	5
323	27	5
324	22	5
325	15	4
326	24	5
327	25	5
328	19	4
329	24	5
330	29	5
331	17	4
332	17	4
333	25	5
334	17	4
335	10	3
336	26	5
337	13	4
338	15	4
339	11	3
340	15	4
341	19	4
342	12	3
343	17	4
344	21	5
345	13	4
346	10	3
347	11	3
348	16	4
349	9	3
350	14	4
351	14	4
352	12	3
353	7	3
354	11	3
355	16	4
356	16	4
357	10	3
358	14	4
359	15	4
360	10	3
361	13	4
362	10	3
363	8	3
364	7	3
365	17	4
366	16	4
367	11	3
368	11	3
369	10	3
370	15	4
371	16	4
372	17	4
373	14	4
374	15	4
375	12	3
376	19	4
377	14	4
378	17	4
379	13	4
380	16	4
381	16	4
382	13	4
383	11	3
384	17	4
385	16	4
386	15	4
387	18	4
388	14	4
389	15	4
390	28	5
391	34	6
392	37	6
393	45	7
394	54	7
395	69	8
396	46	7
397	70	8
398	91	10
399	93	10
400	101	10
401	122	11
402	139	12
403	133	12
404	198	14
405	193	14
406	257	16
407	224	15
408	257	16
409	292	17
410	312	18
411	369	19
412	378	19
413	380	19
414	405	20
415	416	20
416	428	21
417	439	21
418	456	21
419	440	21
420	479	22
421	445	21
422	421	21
423	443	21
424	407	20
425	421	21
426	414	20
427	338	18
428	320	18
429	322	18
430	246	16
431	275	17
432	209	14
433	197	14
434	181	13
435	153	12
436	130	11
437	119	11
438	93	10
439	75	9
440	76	9
441	60	8
442	62	8
443	38	6
444	25	5
445	28	5
446	32	6
447	8	3
448	15	4
449	8	3
450	9	3
451	7	3
452	6	2
453	4	2
454	6	2
455	6	2
456	2	1
457	5	2
458	4	2
459	4	2
460	1	1
461	3	2
462	0	0
463	2	1
464	3	2
465	2	1
466	3	2
467	4	2
468	2	1
469	2	1
470	1	1
471	2	1
472	1	1
473	1	1
474	4	2
475	3	2
476	4	2
477	4	2
478	2	1
479	1	1
480	2	1
481	2	1
482	2	1
483	1	1
484	2	1
485	2	1
486	0	0
487	1	1
488	3	2
489	7	3
490	1	1
491	3	2
492	2	1
493	1	1
494	0	0
495	0	0
496	3	2
497	1	1
498	0	0
499	2	1
500	4	2
501	3	2
502	4	2
503	0	0
504	0	0
505	1	1
506	1	1
507	2	1
508	0	0
509	3	2
510	1	1
511	1	1
512	2	1
513	0	0
514	1	1
515	0	0
516	1	1
517	1	1
518	0	0
519	2	1
520	3	2
521	3	2
522	1	1
523	0	0
524	2	1
525	3	2
526	2	1
527	3	2
528	1	1
529	2	1
530	1	1
531	1	1
532	1	1
533	0	0
534	3	2
535	1	1
536	0	0
537	2	1
538	1	1
539	2	1
540	0	0
541	2	1
542	2	1
543	2	1
544	1	1
545	3	2
546	1	1
547	5	2
548	0	0
549	2	1
550	2	1
551	2	1
552	1	1
553	2	1
554	0	0
555	1	1
556	2	1
557	2	1
558	0	0
559	5	2
560	2	1
561	1	1
562	2	1
563	3	2
564	0	0
565	2	1
566	1	1
567	1	1
568	1	1
569	1	1
570	0	0
571	2	1
572	1	1
