0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	3
9	49
10	64
11	67
12	54
13	65
14	87
15	93
16	116
17	137
18	164
19	150
20	127
21	87
22	85
23	71
24	94
25	92
26	89
27	94
28	113
29	101
30	105
31	100
32	113
33	99
34	106
35	99
36	146
37	153
38	107
39	121
40	132
41	138
42	158
43	154
44	170
45	162
46	142
47	171
48	188
49	174
50	183
51	186
52	191
53	170
54	165
55	192
56	158
57	187
58	172
59	194
60	175
61	158
62	152
63	139
64	156
65	142
66	160
67	144
68	154
69	170
70	153
71	153
72	138
73	177
74	151
75	159
76	145
77	155
78	155
79	148
80	148
81	125
82	162
83	146
84	148
85	147
86	135
87	158
88	143
89	149
90	151
91	162
92	137
93	124
94	144
95	142
96	150
97	139
98	141
99	146
100	133
101	139
102	159
103	150
104	153
105	130
106	150
107	131
108	131
109	129
110	126
111	147
112	137
113	151
114	147
115	137
116	161
117	162
118	154
119	179
120	156
121	185
122	164
123	202
124	190
125	200
126	183
127	187
128	180
129	161
130	159
131	151
132	154
133	131
134	149
135	158
136	162
137	156
138	150
139	151
140	140
141	151
142	160
143	154
144	124
145	128
146	142
147	135
148	135
149	125
150	122
151	145
152	147
153	131
154	124
155	130
156	130
157	113
158	104
159	101
160	111
161	108
162	102
163	149
164	111
165	121
166	115
167	118
168	114
169	93
170	118
171	104
172	99
173	106
174	105
175	107
176	98
177	100
178	110
179	106
180	80
181	122
182	96
183	97
184	95
185	93
186	85
187	89
188	94
189	97
190	86
191	112
192	96
193	85
194	77
195	67
196	92
197	109
198	83
199	88
200	104
201	72
202	94
203	92
204	86
205	89
206	74
207	90
208	80
209	75
210	89
211	86
212	63
213	77
214	71
215	87
216	78
217	81
218	74
219	95
220	95
221	73
222	65
223	76
224	65
225	71
226	83
227	75
228	69
229	76
230	76
231	79
232	75
233	74
234	63
235	81
236	62
237	73
238	67
239	85
240	72
241	63
242	61
243	75
244	69
245	66
246	86
247	64
248	73
249	71
250	84
251	87
252	79
253	72
254	71
255	73
256	89
257	78
258	83
259	72
260	84
261	67
262	61
263	78
264	77
265	67
266	79
267	85
268	69
269	81
270	80
271	68
272	71
273	76
274	84
275	82
276	84
277	71
278	89
279	67
280	71
281	77
282	88
283	85
284	65
285	65
286	73
287	70
288	54
289	52
290	51
291	51
292	45
293	50
294	54
295	57
296	50
297	53
298	46
299	51
300	31
301	27
302	38
303	39
304	33
305	31
306	32
307	24
308	34
309	38
310	26
311	36
312	20
313	20
314	33
315	20
316	36
317	20
318	22
319	25
320	18
321	22
322	21
323	22
324	24
325	20
326	28
327	14
328	20
329	18
330	18
331	15
332	19
333	28
334	10
335	9
336	15
337	11
338	20
339	26
340	19
341	12
342	15
343	14
344	14
345	18
346	16
347	21
348	9
349	21
350	11
351	15
352	19
353	9
354	12
355	15
356	10
357	9
358	14
359	10
360	19
361	13
362	10
363	20
364	14
365	17
366	13
367	13
368	9
369	6
370	8
371	13
372	18
373	9
374	19
375	12
376	13
377	15
378	16
379	19
380	16
381	19
382	12
383	16
384	20
385	15
386	18
387	14
388	24
389	18
390	22
391	33
392	23
393	50
394	44
395	52
396	68
397	57
398	70
399	95
400	106
401	113
402	136
403	126
404	159
405	196
406	213
407	212
408	261
409	238
410	300
411	301
412	333
413	362
414	361
415	396
416	384
417	384
418	409
419	414
420	414
421	386
422	353
423	397
424	398
425	389
426	330
427	299
428	301
429	256
430	255
431	213
432	220
433	168
434	146
435	131
436	133
437	103
438	92
439	76
440	73
441	54
442	43
443	40
444	22
445	21
446	12
447	16
448	10
449	9
450	5
451	6
452	3
453	2
454	3
455	7
456	4
457	1
458	3
459	2
460	1
461	4
462	1
463	3
464	2
465	2
466	1
467	2
468	1
469	0
470	5
471	2
472	3
473	4
474	4
475	3
476	1
477	1
478	1
479	3
480	1
481	2
482	1
483	3
484	3
485	4
486	1
487	1
488	2
489	0
490	2
491	1
492	2
493	2
494	4
495	2
496	1
497	1
498	5
499	1
500	4
