650	14	4
651	15	4
652	14	4
653	12	3
654	16	4
655	21	5
656	24	5
657	9	3
658	16	4
659	21	5
660	19	4
661	26	5
662	20	4
663	21	5
664	21	5
665	25	5
666	23	5
667	24	5
668	31	6
669	40	6
670	33	6
671	31	6
672	36	6
673	58	8
674	47	7
675	38	6
676	33	6
677	47	7
678	51	7
679	47	7
680	57	8
681	57	8
682	83	9
683	74	9
684	79	9
685	73	9
686	79	9
687	94	10
688	118	11
689	109	10
690	126	11
691	142	12
692	150	12
693	169	13
694	194	14
695	283	17
696	360	19
697	519	23
698	636	25
699	622	25
700	568	24
701	709	27
702	973	31
703	1734	42
704	2874	54
705	3944	63
706	4210	65
707	4191	65
708	6073	78
709	11489	107
710	19078	138
711	22401	150
712	15437	124
713	6009	78
714	1887	43
715	984	31
716	714	27
717	498	22
718	326	18
719	228	15
720	103	10
721	31	6
722	8	3
723	4	2
724	0	0
725	1	1
726	0	0
727	1	1
