May 30 2023     09:05:55 am     Elt: 000150 Seconds.  Real Time: 000151
ID: No spectrum identifier defined
Memory Size: 1024 Chls  Conversion Gain: 1024  Adc Offset: 0000 Chls

 Chn    Counts  ROI
   0,        0, 000
   1,        0, 000
   2,        0, 000
   3,        0, 000
   4,        0, 000
   5,        0, 000
   6,        0, 000
   7,        0, 000
   8,        0, 000
   9,        1, 000
  10,        0, 000
  11,        2, 000
  12,        1, 000
  13,        4, 000
  14,        3, 000
  15,        0, 000
  16,        0, 000
  17,        0, 000
  18,        0, 000
  19,        0, 000
  20,        0, 000
  21,        0, 000
  22,        1, 000
  23,        1, 000
  24,        2, 000
  25,        1, 000
  26,        2, 000
  27,        3, 000
  28,        0, 000
  29,        2, 000
  30,        2, 000
  31,        0, 000
  32,        0, 000
  33,        0, 000
  34,        0, 000
  35,        0, 000
  36,        0, 000
  37,        0, 000
  38,        1, 000
  39,        1, 000
  40,        0, 000
  41,        1, 000
  42,        1, 000
  43,        0, 000
  44,        2, 000
  45,        1, 000
  46,        3, 000
  47,        1, 000
  48,        0, 000
  49,        1, 000
  50,        0, 000
  51,        3, 000
  52,        1, 000
  53,        1, 000
  54,        3, 000
  55,        0, 000
  56,        2, 000
  57,        0, 000
  58,        0, 000
  59,        1, 000
  60,        0, 000
  61,        1, 000
  62,        2, 000
  63,        1, 000
  64,        0, 000
  65,        1, 000
  66,        0, 000
  67,        2, 000
  68,        1, 000
  69,        1, 000
  70,        2, 000
  71,        0, 000
  72,        2, 000
  73,        2, 000
  74,        0, 000
  75,        0, 000
  76,        1, 000
  77,        0, 000
  78,        1, 000
  79,        1, 000
  80,        0, 000
  81,        0, 000
  82,        1, 000
  83,        0, 000
  84,        1, 000
  85,        2, 000
  86,        0, 000
  87,        0, 000
  88,        0, 000
  89,        0, 000
  90,        1, 000
  91,        0, 000
  92,        1, 000
  93,        0, 000
  94,        1, 000
  95,        2, 000
  96,        1, 000
  97,        2, 000
  98,        0, 000
  99,        0, 000
 100,        1, 000
 101,        1, 000
 102,        1, 000
 103,        0, 000
 104,        1, 000
 105,        0, 000
 106,        0, 000
 107,        0, 000
 108,        1, 000
 109,        2, 000
 110,        7, 000
 111,        1, 000
 112,        1, 000
 113,        1, 000
 114,        2, 000
 115,        0, 000
 116,        0, 000
 117,        0, 000
 118,        1, 000
 119,        0, 000
 120,        2, 000
 121,        3, 000
 122,        0, 000
 123,        2, 000
 124,        5, 000
 125,        0, 000
 126,        2, 000
 127,        2, 000
 128,        1, 000
 129,        0, 000
 130,        0, 000
 131,        1, 000
 132,        0, 000
 133,        1, 000
 134,        1, 000
 135,        0, 000
 136,        0, 000
 137,        1, 000
 138,        1, 000
 139,        0, 000
 140,        3, 000
 141,        2, 000
 142,        2, 000
 143,        0, 000
 144,        0, 000
 145,        2, 000
 146,        0, 000
 147,        2, 000
 148,        2, 000
 149,        0, 000
 150,        1, 000
 151,        2, 000
 152,        2, 000
 153,        1, 000
 154,        2, 000
 155,        2, 000
 156,        0, 000
 157,        0, 000
 158,        2, 000
 159,        2, 000
 160,        7, 000
 161,        0, 000
 162,        1, 000
 163,        2, 000
 164,        1, 000
 165,        3, 000
 166,        2, 000
 167,        1, 000
 168,        1, 000
 169,        4, 000
 170,        4, 000
 171,        1, 000
 172,        0, 000
 173,        4, 000
 174,        2, 000
 175,        1, 000
 176,        1, 000
 177,        4, 000
 178,        2, 000
 179,        3, 000
 180,        2, 000
 181,        1, 000
 182,        3, 000
 183,        3, 000
 184,        0, 000
 185,        1, 000
 186,        2, 000
 187,        1, 000
 188,        1, 000
 189,        1, 000
 190,        3, 000
 191,        0, 000
 192,        1, 000
 193,        3, 000
 194,        1, 000
 195,        4, 000
 196,        1, 000
 197,        0, 000
 198,        0, 000
 199,        1, 000
 200,        2, 000
 201,        1, 000
 202,        1, 000
 203,        2, 000
 204,        3, 000
 205,        1, 000
 206,        3, 000
 207,        2, 000
 208,        2, 000
 209,        2, 000
 210,        6, 000
 211,        1, 000
 212,        0, 000
 213,        0, 000
 214,        0, 000
 215,        4, 000
 216,        1, 000
 217,        2, 000
 218,        7, 000
 219,        2, 000
 220,        2, 000
 221,        1, 000
 222,        0, 000
 223,        0, 000
 224,        3, 000
 225,        3, 000
 226,        6, 000
 227,        2, 000
 228,        4, 000
 229,        5, 000
 230,        1, 000
 231,        0, 000
 232,        3, 000
 233,        2, 000
 234,        3, 000
 235,        4, 000
 236,        4, 000
 237,        2, 000
 238,        3, 000
 239,        5, 000
 240,        6, 000
 241,        5, 000
 242,        3, 000
 243,        3, 000
 244,        4, 000
 245,        3, 000
 246,        1, 000
 247,        4, 000
 248,        2, 000
 249,        3, 000
 250,        4, 000
 251,        2, 000
 252,        3, 000
 253,        4, 000
 254,        3, 000
 255,        2, 000
 256,        1, 000
 257,        2, 000
 258,        4, 000
 259,        2, 000
 260,        4, 000
 261,        1, 000
 262,        6, 000
 263,        4, 000
 264,        1, 000
 265,        5, 000
 266,        3, 000
 267,        5, 000
 268,        7, 000
 269,        5, 000
 270,        6, 000
 271,        3, 000
 272,        5, 000
 273,        2, 000
 274,        6, 000
 275,        5, 000
 276,        3, 000
 277,        4, 000
 278,        5, 000
 279,        0, 000
 280,        3, 000
 281,        6, 000
 282,        3, 000
 283,        3, 000
 284,        6, 000
 285,        3, 000
 286,        1, 000
 287,        1, 000
 288,        2, 000
 289,        7, 000
 290,        4, 000
 291,        4, 000
 292,        5, 000
 293,        7, 000
 294,        1, 000
 295,        4, 000
 296,        5, 000
 297,        1, 000
 298,        6, 000
 299,        7, 000
 300,        7, 000
 301,        6, 000
 302,        7, 000
 303,        2, 000
 304,        8, 000
 305,        6, 000
 306,        3, 000
 307,        3, 000
 308,        3, 000
 309,        5, 000
 310,        6, 000
 311,        5, 000
 312,        3, 000
 313,        3, 000
 314,       10, 000
 315,        6, 000
 316,        6, 000
 317,        1, 000
 318,        7, 000
 319,        4, 000
 320,       11, 000
 321,       11, 000
 322,       10, 000
 323,        8, 000
 324,        9, 000
 325,        4, 000
 326,        3, 000
 327,        7, 000
 328,        4, 000
 329,        7, 000
 330,        9, 000
 331,       11, 000
 332,        9, 000
 333,        8, 000
 334,       10, 000
 335,        5, 000
 336,        7, 000
 337,        5, 000
 338,        7, 000
 339,        6, 000
 340,        9, 000
 341,        6, 000
 342,        9, 000
 343,        6, 000
 344,       11, 000
 345,       16, 000
 346,        9, 000
 347,        9, 000
 348,        9, 000
 349,        8, 000
 350,        8, 000
 351,        7, 000
 352,       14, 000
 353,        7, 000
 354,        8, 000
 355,        8, 000
 356,       15, 000
 357,       11, 000
 358,       13, 000
 359,        7, 000
 360,       10, 000
 361,       14, 000
 362,        7, 000
 363,       13, 000
 364,        9, 000
 365,        6, 000
 366,        9, 000
 367,       13, 000
 368,       14, 000
 369,       11, 000
 370,       17, 000
 371,       21, 000
 372,       14, 000
 373,       12, 000
 374,       21, 000
 375,       19, 000
 376,       14, 000
 377,       12, 000
 378,       17, 000
 379,       13, 000
 380,       13, 000
 381,       23, 000
 382,       15, 000
 383,       20, 000
 384,       29, 000
 385,       27, 000
 386,       19, 000
 387,       22, 000
 388,       24, 000
 389,       31, 000
 390,       18, 000
 391,       27, 000
 392,       20, 000
 393,       20, 000
 394,       19, 000
 395,       25, 000
 396,       20, 000
 397,       28, 000
 398,       33, 000
 399,       36, 000
 400,       25, 000
 401,       27, 000
 402,       30, 000
 403,       28, 000
 404,       40, 000
 405,       37, 000
 406,       38, 000
 407,       40, 000
 408,       46, 000
 409,       51, 000
 410,       24, 000
 411,       42, 000
 412,       52, 000
 413,       74, 000
 414,       78, 000
 415,       88, 000
 416,       75, 000
 417,       96, 000
 418,       90, 000
 419,      104, 000
 420,       95, 000
 421,      138, 000
 422,      147, 000
 423,      151, 000
 424,      137, 000
 425,      174, 000
 426,      154, 000
 427,      164, 000
 428,      161, 000
 429,      165, 000
 430,      121, 000
 431,      129, 000
 432,      133, 000
 433,      132, 000
 434,      116, 000
 435,      121, 000
 436,      130, 000
 437,      153, 000
 438,      123, 000
 439,      132, 000
 440,      171, 000
 441,      204, 000
 442,      181, 000
 443,      227, 000
 444,      294, 000
 445,      297, 000
 446,      356, 000
 447,      406, 000
 448,      502, 000
 449,      546, 000
 450,      667, 000
 451,      741, 000
 452,      782, 000
 453,      827, 000
 454,      968, 000
 455,      945, 000
 456,     1040, 000
 457,     1098, 000
 458,     1001, 000
 459,      989, 000
 460,      879, 000
 461,      883, 000
 462,      796, 000
